clip_id,dataset,split,video_id,clip_index,start_frame,end_frame,clip_len,clip_label,anomaly_frame_count,anomaly_overlap,acceleration_max,acceleration_mean,acceleration_median,acceleration_min,acceleration_std,candidate_track_count,candidate_track_fraction,crowd_mean_direction_deg,crowd_mean_speed_px_s,curvature_max,curvature_mean,curvature_median,curvature_min,curvature_std,direction_hist_00,direction_hist_01,direction_hist_02,direction_hist_03,direction_hist_04,direction_hist_05,direction_hist_06,direction_hist_07,direction_hist_08,direction_hist_09,direction_hist_10,direction_hist_11,flow_deviation_max,flow_deviation_mean,flow_deviation_median,flow_deviation_min,flow_deviation_std,gt_overlap_track_count,gt_overlap_track_fraction,max_velocity_max,max_velocity_mean,max_velocity_median,max_velocity_min,max_velocity_std,moving_panel_fraction,no_motion_indicator,object_bridge,object_car,object_cyclist,object_dog,object_house,object_person,object_skyscraper,object_tree,object_unknown_motion,speed_ray_00,speed_ray_01,speed_ray_02,speed_ray_03,speed_ray_04,speed_ray_05,speed_ray_06,speed_ray_07,speed_ray_08,speed_ray_09,speed_ray_10,speed_ray_11,speed_ray_norm_00,speed_ray_norm_01,speed_ray_norm_02,speed_ray_norm_03,speed_ray_norm_04,speed_ray_norm_05,speed_ray_norm_06,speed_ray_norm_07,speed_ray_norm_08,speed_ray_norm_09,speed_ray_norm_10,speed_ray_norm_11,stationary_max,stationary_mean,stationary_median,stationary_min,stationary_panel_fraction,stationary_std,track_count,track_length_max,track_length_mean,track_length_median,track_length_min,track_length_std,velocity_max,velocity_mean,velocity_median,velocity_min,velocity_ratio_max,velocity_ratio_mean,velocity_ratio_median,velocity_ratio_min,velocity_ratio_std,velocity_std
avenue_training_01_clip_000010,avenue,training,01,10,161,192,32,0,0,0.0,11705.7127,5762.460625,5467.573009,663.470508,2882.540421,0,0.0,17.258111,257.288473,133.867349,64.37394,61.71463,14.036243,21.77894,0.258873,0.210856,0.112735,0.02714,0.0,0.0,0.0,0.0,0.0,0.031315,0.048017,0.311065,93.715211,33.754068,31.974331,0.67298,24.226302,0,0.0,1359.802375,769.688474,781.001876,51.53882,367.784089,0.99902,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,278.567555,184.889655,239.483658,147.772678,0.0,0.0,0.0,0.0,0.0,272.513416,406.130017,259.153856,0.685907,0.455247,0.589672,0.363856,0.0,0.0,0.0,0.0,0.0,0.671,1.0,0.638106,0.033333,0.00098,0.0,0.0,0.00098,0.005632,34,31.0,14.088235,11.0,3.0,10.158646,564.792034,257.288473,245.571134,38.26941,2.19517,1.0,0.954458,0.148741,0.457367,117.675291
avenue_training_01_clip_000011,avenue,training,01,11,177,208,32,0,0,0.0,18627.326243,6874.334478,6656.808952,414.019282,4174.273762,0,0.0,12.394081,331.019004,143.595911,65.428659,59.740229,1.218875,30.525668,0.273092,0.146586,0.088353,0.0,0.026104,0.0,0.0,0.006024,0.0,0.056225,0.03012,0.373494,162.039762,37.0524,27.84845,1.714386,33.566306,0,0.0,1361.639637,802.693882,795.691912,100.0,370.97485,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,345.595373,341.468549,275.512374,0.0,319.157482,0.0,0.0,86.83256,0.0,368.958136,359.909258,342.732083,0.936679,0.925494,0.746731,0.0,0.865024,0.0,0.0,0.235345,0.0,1.0,0.975475,0.928919,0.0,0.0,0.0,0.0,0.0,0.0,44,31.0,11.318182,6.0,3.0,9.529315,994.614756,331.019004,286.928061,75.02941,3.004706,1.0,0.866802,0.226662,0.558991,185.036694
avenue_training_01_clip_000012,avenue,training,01,12,193,224,32,0,0,0.0,16926.26818,7316.716122,7391.929226,144.551734,4326.106998,0,0.0,18.37122,358.847817,154.790809,80.972139,81.646837,8.422517,29.61448,0.249322,0.300813,0.04607,0.02168,0.00813,0.0,0.0,0.0,0.0,0.01897,0.111111,0.243902,118.24863,33.758464,26.172748,0.653293,25.528824,0,0.0,1346.407256,944.722899,1142.296191,127.475488,385.304215,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,404.658341,279.977516,370.830292,259.367477,1097.75344,0.0,0.0,0.0,0.0,470.005594,315.934825,326.766568,0.368624,0.255046,0.337808,0.236271,1.0,0.0,0.0,0.0,0.0,0.428152,0.287801,0.297668,0.0,0.0,0.0,0.0,0.0,0.0,32,30.0,11.53125,9.0,3.0,7.757997,1097.75344,358.847817,324.820433,79.669203,3.059106,1.0,0.905176,0.222014,0.598451,214.752759
avenue_training_01_clip_000013,avenue,training,01,13,209,240,32,0,0,0.0,16309.119093,6976.582575,5992.374215,417.608901,4103.83271,0,0.0,9.340063,291.201592,118.742367,77.310138,73.60586,48.975181,20.779101,0.400673,0.107744,0.10101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107744,0.282828,62.563333,31.13419,28.046106,0.392201,20.290259,0,0.0,1290.59095,839.34226,795.495129,134.62912,347.040362,0.996894,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,282.493161,140.274978,221.439295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.194778,333.321015,0.70413,0.349643,0.55195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.830821,0.071429,0.003106,0.0,0.0,0.003106,0.014567,23,29.0,12.913043,9.0,3.0,8.777011,799.002025,291.201592,245.886081,102.325511,2.743811,1.0,0.844384,0.351391,0.635006,184.914643
avenue_training_01_clip_000014,avenue,training,01,14,225,256,32,0,0,0.0,14752.321057,4649.614569,3950.806465,312.5,3525.559547,0,0.0,12.192003,241.307115,155.860888,74.052309,72.847682,0.0,41.2509,0.352273,0.181818,0.198864,0.0,0.0,0.0,0.0,0.0,0.0,0.017045,0.019886,0.230114,89.970026,32.899737,28.939982,0.942003,25.583126,0,0.0,1276.959279,630.315567,680.016023,75.0,401.742582,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152.810121,185.406908,339.410634,0.0,0.0,0.0,0.0,0.0,0.0,665.40376,284.667077,167.592715,0.22965,0.278638,0.510082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.427811,0.251866,0.0,0.0,0.0,0.0,0.0,0.0,28,31.0,12.571429,7.5,3.0,10.496355,672.14471,241.307115,182.545462,54.188843,2.785433,1.0,0.756486,0.224564,0.653952,157.803314
avenue_training_01_clip_000015,avenue,training,01,15,241,272,32,0,0,0.0,29307.933493,5768.158749,4222.104536,304.706934,6283.450905,0,0.0,6.717891,235.878794,169.589927,61.20101,58.941205,8.130102,36.478397,0.513514,0.283784,0.02027,0.050676,0.0,0.0,0.0,0.0,0.0,0.060811,0.030405,0.040541,99.748344,38.762624,27.455402,2.817797,32.997423,0,0.0,1273.405866,599.68423,571.319744,39.528471,392.930591,0.998571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,209.653624,176.409485,548.785315,159.447531,0.0,0.0,0.0,0.0,0.0,327.181856,343.914039,131.90197,0.382032,0.321454,1.0,0.290546,0.0,0.0,0.0,0.0,0.0,0.596193,0.626682,0.240353,0.035714,0.001429,0.0,0.0,0.001429,0.006998,25,31.0,11.84,6.0,3.0,10.294387,548.785315,235.878794,208.286458,32.264235,2.326556,1.0,0.883023,0.136783,0.579952,136.798325
avenue_training_01_clip_000016,avenue,training,01,16,257,288,32,0,0,0.0,32893.421507,7377.426114,4986.651794,187.484076,7622.767087,0,0.0,5.392158,274.543047,168.274888,67.283875,64.795109,8.130102,37.722217,0.362832,0.156342,0.174041,0.00885,0.014749,0.0,0.0,0.0,0.017699,0.017699,0.044248,0.20354,124.036445,41.332479,30.980819,0.430167,35.521627,0,0.0,1373.69256,726.605952,651.470692,53.033009,443.14825,0.993416,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,318.566235,220.960207,144.305068,695.36843,197.645767,0.0,0.0,0.0,164.277513,234.371427,248.86004,291.882243,0.458126,0.31776,0.207523,1.0,0.284232,0.0,0.0,0.0,0.236245,0.337046,0.357882,0.419752,0.111111,0.006584,0.0,0.0,0.006584,0.024052,27,31.0,12.555556,8.0,3.0,9.88202,707.486554,274.543047,216.789588,48.033433,2.57696,1.0,0.789638,0.174958,0.67698,185.860123
avenue_training_01_clip_000017,avenue,training,01,17,273,304,32,0,0,0.0,16173.701003,7189.695417,7020.835305,164.957514,4306.601533,0,0.0,7.39602,268.892277,127.863922,64.018385,60.663446,13.785069,27.131363,0.217105,0.203947,0.095395,0.0,0.019737,0.0,0.0,0.0,0.0,0.013158,0.095395,0.355263,127.46309,39.12629,29.968218,0.564171,34.131801,0,0.0,1372.15615,786.489481,677.364916,62.5,382.800075,0.996419,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.282802,158.809107,184.767909,0.0,357.204558,0.0,0.0,0.0,0.0,418.24435,206.658497,275.37662,0.71796,0.379704,0.44177,0.0,0.854057,0.0,0.0,0.0,0.0,1.0,0.494109,0.658411,0.045455,0.003581,0.0,0.0,0.003581,0.011471,22,31.0,13.818182,8.0,3.0,10.434368,505.222857,268.892277,276.221627,59.20085,1.878904,1.0,1.027258,0.220166,0.423514,113.879664
avenue_training_01_clip_000018,avenue,training,01,18,289,320,32,0,0,0.0,12899.530743,4519.976996,3746.236403,270.807712,3283.133897,0,0.0,17.618528,211.690415,144.745544,62.990336,61.234433,3.751729,37.866885,0.621908,0.116608,0.0,0.053004,0.024735,0.0,0.0,0.010601,0.035336,0.0,0.010601,0.127208,163.519233,43.589644,21.63057,2.001714,46.27298,0,0.0,1314.878797,584.547361,522.164964,55.901699,388.976311,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,278.29244,213.071646,0.0,122.314456,61.522522,0.0,0.0,82.953921,137.765364,0.0,166.944117,230.467614,1.0,0.765639,0.0,0.439518,0.221071,0.0,0.0,0.298082,0.495038,0.0,0.599887,0.828149,0.0,0.0,0.0,0.0,0.0,0.0,23,31.0,12.304348,9.0,3.0,9.611745,562.022031,211.690415,196.362699,50.485545,2.654924,1.0,0.927594,0.238488,0.507791,107.494405
avenue_training_01_clip_000019,avenue,training,01,19,305,336,32,0,0,0.0,20014.563199,6218.368096,5862.368566,109.071978,4853.81032,0,0.0,12.640186,285.198306,166.086466,69.313828,68.33453,12.528808,30.158856,0.223022,0.399281,0.079137,0.0,0.0,0.0,0.0,0.0,0.028777,0.0,0.017986,0.251799,120.110684,38.636885,29.604038,1.692506,31.56539,0,0.0,1367.536563,711.357235,703.61592,55.901699,410.130942,0.998485,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,329.025564,254.805593,159.284347,0.0,0.0,0.0,0.0,0.0,322.648526,0.0,459.774025,320.993228,0.715625,0.554197,0.346441,0.0,0.0,0.0,0.0,0.0,0.701755,0.0,1.0,0.698154,0.033333,0.001515,0.0,0.0,0.001515,0.006943,22,31.0,12.636364,7.0,3.0,11.014641,965.732336,285.198306,248.086898,53.72026,3.386178,1.0,0.869875,0.188361,0.675649,192.693961
avenue_training_01_clip_000020,avenue,training,01,20,321,352,32,0,0,0.0,21669.063113,6722.79811,5859.128467,525.210825,4126.373334,0,0.0,-1.415365,278.295457,178.210089,78.175134,72.064433,3.299227,37.637315,0.409091,0.083916,0.160839,0.0,0.0,0.0,0.0,0.0,0.027972,0.027972,0.118881,0.171329,101.867161,40.922803,35.07064,2.219258,30.75409,0,0.0,1323.643173,737.174551,765.873684,123.743687,353.400507,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,272.813532,249.779993,202.197515,0.0,0.0,0.0,0.0,0.0,121.02281,454.812138,323.339737,394.124045,0.599838,0.549194,0.444574,0.0,0.0,0.0,0.0,0.0,0.266094,1.0,0.71093,0.866564,0.0,0.0,0.0,0.0,0.0,0.0,23,31.0,12.434783,8.0,3.0,9.518066,513.48443,278.295457,245.085207,81.636079,1.845105,1.0,0.880665,0.293343,0.408493,113.681728
avenue_training_01_clip_000021,avenue,training,01,21,337,368,32,0,0,0.0,27388.979975,6117.188795,5530.876239,238.741253,5155.967147,0,0.0,-0.037039,247.61225,170.609495,76.977664,75.16662,6.750506,35.670736,0.235294,0.105882,0.082353,0.0,0.020588,0.0,0.0,0.0,0.020588,0.023529,0.088235,0.423529,138.268193,34.250264,30.303832,0.037225,31.937956,0,0.0,1355.198325,700.683864,710.934686,67.31456,418.212102,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,206.495884,230.976113,381.499878,0.0,278.462907,0.0,0.0,0.0,140.752403,256.872387,291.950874,212.586245,0.541274,0.605442,1.0,0.0,0.729916,0.0,0.0,0.0,0.368945,0.673322,0.765271,0.557238,0.0,0.0,0.0,0.0,0.0,0.0,32,31.0,10.625,7.0,3.0,8.713316,627.818652,247.61225,231.746935,56.191976,2.535491,1.0,0.935926,0.226935,0.505724,125.223511
avenue_training_01_clip_000022,avenue,training,01,22,353,384,32,0,0,0.0,14907.296538,6292.46187,6203.313535,633.142672,3703.603074,0,0.0,11.121219,261.625489,150.577826,78.697974,78.161618,37.891627,26.678504,0.340782,0.195531,0.01676,0.01676,0.0,0.0,0.0,0.0,0.0,0.041899,0.022346,0.365922,91.155561,31.870545,26.83522,2.091445,26.289363,0,0.0,1373.69256,734.893931,648.937182,63.737744,423.67431,0.998889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,229.219534,200.209657,415.028653,319.523024,0.0,0.0,0.0,0.0,0.0,339.976709,234.283983,265.339589,0.552298,0.4824,1.0,0.769882,0.0,0.0,0.0,0.0,0.0,0.819164,0.564501,0.639328,0.033333,0.001111,0.0,0.0,0.001111,0.005983,30,31.0,11.933333,7.5,3.0,9.486599,557.380237,261.625489,254.441057,40.435712,2.130451,1.0,0.97254,0.154556,0.508038,132.915656
avenue_training_01_clip_000023,avenue,training,01,23,369,400,32,0,0,0.0,26443.033231,6223.657765,4403.734501,185.37641,5724.798493,0,0.0,11.112013,260.64794,104.697319,68.636777,72.183151,12.402327,24.009342,0.236923,0.150769,0.141538,0.009231,0.0,0.009231,0.0,0.0,0.0,0.027692,0.28,0.144615,145.22557,44.503282,44.636724,0.222223,33.449178,0,0.0,1339.834411,683.24847,698.296559,67.31456,420.290263,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,251.5566,234.529759,183.46346,584.762364,0.0,227.987729,0.0,0.0,0.0,135.033772,324.659323,248.123372,0.430186,0.401068,0.31374,1.0,0.0,0.389881,0.0,0.0,0.0,0.230921,0.555199,0.424315,0.0,0.0,0.0,0.0,0.0,0.0,28,31.0,11.607143,9.5,3.0,8.541241,584.762364,260.64794,257.863608,56.046837,2.243495,1.0,0.989318,0.215029,0.50343,131.217891
avenue_training_01_clip_000024,avenue,training,01,24,385,416,32,0,0,0.0,15460.693682,5506.369762,5686.270188,0.0,4206.115228,0,0.0,12.336241,214.647046,112.489738,59.9975,61.6274,0.0,24.862786,0.5,0.09116,0.027624,0.0,0.013812,0.008287,0.0,0.0,0.024862,0.0,0.038674,0.29558,142.846027,40.55949,23.749184,3.945497,39.311396,0,0.0,1331.411375,633.637793,651.082427,62.5,435.852998,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,295.49272,207.005175,112.159317,0.0,217.278549,68.035382,0.0,0.0,128.705809,0.0,299.561688,166.121839,0.986417,0.691027,0.374411,0.0,0.725322,0.227116,0.0,0.0,0.429647,0.0,1.0,0.55455,0.0,0.0,0.0,0.0,0.0,0.0,28,31.0,12.928571,6.0,3.0,10.996521,489.208024,214.647046,216.657069,53.784695,2.279128,1.0,1.009364,0.250573,0.547993,117.62506
avenue_training_01_clip_000025,avenue,training,01,25,401,432,32,0,0,0.0,25198.88701,6500.467771,4745.305834,347.326117,5819.054461,0,0.0,10.573934,267.506517,140.309828,62.200761,60.028287,18.154107,27.677614,0.353562,0.279683,0.073879,0.0,0.0,0.0,0.0,0.010554,0.010554,0.0,0.087071,0.184697,140.377425,36.308639,30.751189,6.3e-05,31.831749,0,0.0,1371.643631,750.625148,673.664345,63.737744,433.303347,0.998626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,224.444311,226.770414,397.234524,0.0,0.0,0.0,0.0,176.9207,550.696766,0.0,372.493744,226.006346,0.407564,0.411788,0.721331,0.0,0.0,0.0,0.0,0.321267,1.0,0.0,0.676404,0.410401,0.035714,0.001374,0.0,0.0,0.001374,0.006868,26,31.0,14.576923,12.5,3.0,10.813713,581.465276,267.506517,193.499324,49.546541,2.173649,1.0,0.723345,0.185216,0.637332,170.490519
